ICCID,IMSI,SIM_State
89882390000093998428,901288002990115,Active.Live
89882390000093998436,901288002990116,Active.Live
89882390000093998444,901288002990117,Active.Live
89882390000093998451,901288002990118,Active.Live
89882390000093998469,901288002990119,Active.Live
89882390000093998477,901288002990120,Active.Live
89882390000093998485,901288002990121,Active.Live
89882390000093998493,901288002990122,Active.Live
89882390000093998501,901288002990123,Active.Live
89882390000093998519,901288002990124,Active.Live
89882390000093998527,901288002990125,Active.Live
89882390000093998535,901288002990126,Active.Live
89882390000093998543,901288002990127,Active.Live
89882390000093998550,901288002990128,Active.Live
89882390000093998568,901288002990129,Active.Live
89882390000093998576,901288002990130,Active.Live
89882390000093998584,901288002990131,Active.Live
89882390000093998592,901288002990132,Active.Live
89882390000093998600,901288002990133,Active.Live
89882390000093998618,901288002990134,Active.Live
89882390000093998626,901288002990135,Active.Live
89882390000093998634,901288002990136,Active.Live
89882390000093998642,901288002990137,Active.Live
89882390000093998659,901288002990138,Active.Live
89882390000093998667,901288002990139,Active.Live
89882390000093998675,901288002990140,Active.Live
89882390000093998683,901288002990141,Active.Live
89882390000093998691,901288002990142,Active.Live
89882390000093998709,901288002990143,Active.Live
89882390000093998717,901288002990144,Active.Live
89882390000093998725,901288002990145,Active.Live
89882390000093998733,901288002990146,Active.Live
89882390000093998741,901288002990147,Active.Live
89882390000093998758,901288002990148,Active.Live
89882390000093998766,901288002990149,Active.Live
89882390000093998774,901288002990150,Active.Live
89882390000093998782,901288002990151,Active.Live
89882390000093998790,901288002990152,Active.Live
89882390000093998808,901288002990153,Inactive
89882390000093998816,901288002990154,Inactive
89882390000093998824,901288002990155,Inactive
89882390000093998832,901288002990156,Inactive
89882390000093998840,901288002990157,Inactive
89882390000093998857,901288002990158,Inactive
89882390000093998865,901288002990159,Inactive
89882390000094008870,901288002991160,Active.Live
89882390000094008888,901288002991161,Active.Live
89882390000094008896,901288002991162,Inactive
89882390000094008904,901288002991163,Inactive
89882390000094008912,901288002991164,Active.Live
89882390000094008920,901288002991165,Inactive
89882390000094008938,901288002991166,Active.Live
89882390000094008946,901288002991167,Inactive
89882390000094008953,901288002991168,Inactive
89882390000094008961,901288002991169,Inactive
89882390000094008979,901288002991170,Active.Live
89882390000094008987,901288002991171,Inactive
89882390000094008995,901288002991172,Inactive
89882390000094009001,901288002991173,Inactive
89882390000094009019,901288002991174,Active.Live
89882390000094009027,901288002991175,Active.Live
89882390000094009035,901288002991176,Active.Live
89882390000094009043,901288002991177,Active.Live
89882390000094009050,901288002991178,Active.Live
89882390000094009068,901288002991179,Active.Live
89882390000094009076,901288002991180,Active.Live
89882390000094009084,901288002991181,Active.Live
89882390000094009092,901288002991182,Inactive
89882390000094009100,901288002991183,Inactive
89882390000094009118,901288002991184,Inactive
89882390000094009126,901288002991185,Inactive
89882390000094009134,901288002991186,Inactive
89882390000094009142,901288002991187,Inactive
89882390000094009159,901288002991188,Inactive
89882390000094009167,901288002991189,Inactive
89882390000094009175,901288002991190,Inactive
89882390000094009183,901288002991191,Inactive
89882390000094009191,901288002991192,Inactive
89882390000094009209,901288002991193,Inactive
89882390000094009217,901288002991194,Inactive
89882390000094009225,901288002991195,Inactive
89882390000094009233,901288002991196,Inactive
89882390000094009241,901288002991197,Inactive
89882390000094009258,901288002991198,Active.Live
89882390000094009266,901288002991199,Active.Live
89882390000094009274,901288002991200,Active.Live
89882390000094009282,901288002991201,Active.Live
89882390000094009290,901288002991202,Active.Live
89882390000094009308,901288002991203,Active.Live
89882390000094009316,901288002991204,Active.Live
89882390000094009324,901288002991205,Active.Live
89882390000094009332,901288002991206,Inactive
89882390000094009340,901288002991207,Inactive
89882390000094009357,901288002991208,Inactive
89882390000094009365,901288002991209,Inactive
89882390000094009373,901288002991210,Inactive
89882390000094009381,901288002991211,Inactive
89882390000094009399,901288002991212,Inactive
89882390000094009407,901288002991213,Inactive
89882390000094009415,901288002991214,Inactive
89882390000094009423,901288002991215,Active.Live
89882390000094009431,901288002991216,Inactive
89882390000094009449,901288002991217,Inactive
89882390000094009456,901288002991218,Inactive
89882390000094009464,901288002991219,Inactive
89882390000094009472,901288002991220,Inactive
89882390000094009480,901288002991221,Inactive
89882390000094009498,901288002991222,Inactive
89882390000094009506,901288002991223,Inactive
89882390000094009514,901288002991224,Inactive
89882390000094009522,901288002991225,Inactive
89882390000094009530,901288002991226,Inactive
89882390000094009548,901288002991227,Inactive
89882390000094009555,901288002991228,Inactive
89882390000094009563,901288002991229,Inactive
89882390000094009571,901288002991230,Inactive
89882390000094009589,901288002991231,Active.Live
89882390000094009597,901288002991232,Inactive
89882390000094009605,901288002991233,Active.Live
89882390000094009613,901288002991234,Active.Live
89882390000094009621,901288002991235,Active.Live
89882390000094009639,901288002991236,Active.Live
89882390000094009647,901288002991237,Inactive
89882390000094009654,901288002991238,Inactive
89882390000094009662,901288002991239,Inactive
89882390000094009670,901288002991240,Inactive
89882390000094009688,901288002991241,Inactive
89882390000094009696,901288002991242,Inactive
89882390000094009704,901288002991243,Inactive
89882390000094009712,901288002991244,Inactive
89882390000094009720,901288002991245,Inactive
89882390000094009738,901288002991246,Active.Live
89882390000094009746,901288002991247,Inactive
89882390000094009753,901288002991248,Active.Live
89882390000094009761,901288002991249,Active.Live
89882390000094009779,901288002991250,Active.Live
89882390000094009787,901288002991251,Active.Live
89882390000094009795,901288002991252,Active.Live
89882390000094009803,901288002991253,Active.Live
89882390000094009811,901288002991254,Inactive
89882390000094009829,901288002991255,Inactive
89882390000094009837,901288002991256,Inactive
89882390000094009845,901288002991257,Inactive
89882390000094009852,901288002991258,Inactive
89882390000094009860,901288002991259,Inactive
89882390000094009878,901288002991260,Inactive
89882390000094009886,901288002991261,Inactive
89882390000094009894,901288002991262,Inactive
89882390000094009902,901288002991263,Inactive
89882390000094009910,901288002991264,Inactive
89882390000094009928,901288002991265,Inactive
89882390000094009936,901288002991266,Inactive
89882390000094009944,901288002991267,Inactive
89882390000094009951,901288002991268,Inactive
89882390000094009969,901288002991269,Inactive
89882390000094009977,901288002991270,Active.Live
89882390000094009985,901288002991271,Active.Live
89882390000094009993,901288002991272,Active.Live
89882390000094010009,901288002991273,Active.Live
89882390000094010017,901288002991274,Active.Live
89882390000094010025,901288002991275,Active.Live
89882390000094010033,901288002991276,Inactive
89882390000094010041,901288002991277,Active.Live
89882390000094010058,901288002991278,Inactive
89882390000094010066,901288002991279,Inactive
89882390000094010074,901288002991280,Inactive
89882390000094010082,901288002991281,Inactive
89882390000094010090,901288002991282,Inactive
89882390000094010108,901288002991283,Inactive
89882390000094010116,901288002991284,Inactive
89882390000094010124,901288002991285,Inactive
89882390000094010132,901288002991286,Inactive
89882390000094010140,901288002991287,Inactive
89882390000094010157,901288002991288,Inactive
89882390000094010165,901288002991289,Inactive
89882390000094010173,901288002991290,Inactive
89882390000094010181,901288002991291,Inactive
89882390000094010199,901288002991292,Inactive
89882390000094010207,901288002991293,Inactive
89882390000094010215,901288002991294,Inactive
89882390000094010223,901288002991295,Inactive
89882390000094010231,901288002991296,Inactive
89882390000094010249,901288002991297,Inactive
89882390000094010256,901288002991298,Inactive
89882390000094010264,901288002991299,Inactive
89882390000094010272,901288002991300,Active.Live
89882390000094010280,901288002991301,Inactive
89882390000094010298,901288002991302,Active.Live
89882390000094010306,901288002991303,Inactive
89882390000094010314,901288002991304,Active.Live
89882390000094010322,901288002991305,Active.Live
89882390000094010330,901288002991306,Active.Live
89882390000094010348,901288002991307,Active.Live
89882390000094010355,901288002991308,Active.Live
89882390000094010363,901288002991309,Inactive
89882390000094010371,901288002991310,Inactive
89882390000094010389,901288002991311,Inactive
89882390000094010397,901288002991312,Active.Live
89882390000094010405,901288002991313,Inactive
89882390000094010413,901288002991314,Inactive
89882390000094010421,901288002991315,Active.Live
89882390000094010439,901288002991316,Active.Live
89882390000094010447,901288002991317,Inactive
89882390000094010454,901288002991318,Inactive
89882390000094010462,901288002991319,Inactive
89882390000094010470,901288002991320,Inactive
89882390000094010488,901288002991321,Inactive
89882390000094010496,901288002991322,Inactive
89882390000094010504,901288002991323,Inactive
89882390000094010512,901288002991324,Inactive
89882390000094010520,901288002991325,Inactive
89882390000094010538,901288002991326,Inactive
89882390000094010546,901288002991327,Inactive
89882390000094010553,901288002991328,Inactive
89882390000094010561,901288002991329,Inactive
89882390000094010579,901288002991330,Inactive
89882390000094010587,901288002991331,Inactive
89882390000094010595,901288002991332,Inactive
89882390000094010603,901288002991333,Inactive
89882390000094010611,901288002991334,Inactive
89882390000094010629,901288002991335,Inactive
89882390000094010637,901288002991336,Inactive
89882390000094010645,901288002991337,Inactive
89882390000094010652,901288002991338,Inactive
89882390000094010660,901288002991339,Inactive
89882390000094010678,901288002991340,Inactive
89882390000094010686,901288002991341,Inactive
89882390000094010694,901288002991342,Inactive
89882390000094010702,901288002991343,Inactive
89882390000094010710,901288002991344,Inactive
89882390000094010728,901288002991345,Inactive
89882390000094010736,901288002991346,Inactive
89882390000094010744,901288002991347,Inactive
89882390000094010751,901288002991348,Inactive
89882390000094010769,901288002991349,Inactive
89882390000094010777,901288002991350,Inactive
89882390000094010785,901288002991351,Inactive
89882390000094010793,901288002991352,Inactive
89882390000094010801,901288002991353,Inactive
89882390000094010819,901288002991354,Inactive
89882390000094010827,901288002991355,Inactive
89882390000094010835,901288002991356,Inactive
89882390000094010843,901288002991357,Inactive
89882390000094010850,901288002991358,Inactive
89882390000094010868,901288002991359,Inactive
89882390000094010876,901288002991360,Inactive
89882390000094010884,901288002991361,Inactive
89882390000094010892,901288002991362,Inactive
89882390000094010900,901288002991363,Active.Live
89882390000094010918,901288002991364,Active.Live
89882390000094010926,901288002991365,Inactive
89882390000094010934,901288002991366,Inactive
89882390000094010942,901288002991367,Inactive
89882390000094010959,901288002991368,Active.Live
89882390000094010967,901288002991369,Inactive
89882390000094010975,901288002991370,Inactive
89882390000094010983,901288002991371,Inactive
89882390000094010991,901288002991372,Inactive
89882390000094011007,901288002991373,Active.Live
89882390000094011015,901288002991374,Inactive
89882390000094011023,901288002991375,Inactive
89882390000094011031,901288002991376,Inactive
89882390000094011049,901288002991377,Inactive
89882390000094011056,901288002991378,Inactive
89882390000094011064,901288002991379,Inactive
89882390000094011072,901288002991380,Active.Live
89882390000094011080,901288002991381,Inactive
89882390000094011098,901288002991382,Inactive
89882390000094011106,901288002991383,Active.Live
89882390000094011114,901288002991384,Inactive
89882390000094011122,901288002991385,Inactive
89882390000094011130,901288002991386,Inactive
89882390000094011148,901288002991387,Inactive
89882390000094011155,901288002991388,Inactive
89882390000094011163,901288002991389,Inactive
89882390000094011171,901288002991390,Inactive
89882390000094011189,901288002991391,Active.Live
89882390000094011197,901288002991392,Inactive
89882390000094011205,901288002991393,Active.Live
89882390000094011213,901288002991394,Inactive
89882390000094011221,901288002991395,Inactive
89882390000094011239,901288002991396,Inactive
89882390000094011247,901288002991397,Inactive
89882390000094011254,901288002991398,Inactive
89882390000094011262,901288002991399,Active.Live
89882390000094011270,901288002991400,Inactive
89882390000094011288,901288002991401,Inactive
89882390000094011296,901288002991402,Inactive
89882390000094011304,901288002991403,Inactive
89882390000094011312,901288002991404,Inactive
89882390000094011320,901288002991405,Inactive
89882390000094011338,901288002991406,Active.Live
89882390000094011346,901288002991407,Inactive
89882390000094011353,901288002991408,Active.Live
89882390000094011361,901288002991409,Active.Live
89882390000094011379,901288002991410,Active.Live
89882390000094011387,901288002991411,Active.Live
89882390000094011395,901288002991412,Active.Live
89882390000094011403,901288002991413,Active.Live
89882390000094011411,901288002991414,Active.Live
89882390000094011429,901288002991415,Inactive
89882390000094011437,901288002991416,Inactive
89882390000094011445,901288002991417,Inactive
89882390000094011452,901288002991418,Inactive
89882390000094011460,901288002991419,Inactive
89882390000094011478,901288002991420,Inactive
89882390000094011486,901288002991421,Inactive
89882390000094011494,901288002991422,Inactive
89882390000094011502,901288002991423,Inactive
89882390000094011510,901288002991424,Inactive
89882390000094011528,901288002991425,Inactive
89882390000094011536,901288002991426,Inactive
89882390000094011544,901288002991427,Inactive
89882390000094011551,901288002991428,Inactive
89882390000094011569,901288002991429,Inactive
89882390000094011577,901288002991430,Inactive
89882390000094011585,901288002991431,Inactive
89882390000094011593,901288002991432,Inactive
89882390000094011601,901288002991433,Inactive
89882390000094011619,901288002991434,Active.Live
89882390000094011627,901288002991435,Inactive
89882390000094011635,901288002991436,Inactive
89882390000094011643,901288002991437,Inactive
89882390000094011650,901288002991438,Inactive
89882390000094011668,901288002991439,Inactive
89882390000094011676,901288002991440,Inactive
89882390000094011684,901288002991441,Inactive
89882390000094011692,901288002991442,Inactive
89882390000094011700,901288002991443,Inactive
89882390000094011718,901288002991444,Inactive
89882390000094011726,901288002991445,Inactive
89882390000094011734,901288002991446,Inactive
89882390000094011742,901288002991447,Inactive
89882390000094011759,901288002991448,Inactive
89882390000094011767,901288002991449,Inactive
89882390000094011775,901288002991450,Inactive
89882390000094011783,901288002991451,Inactive
89882390000094011791,901288002991452,Inactive
89882390000094011809,901288002991453,Inactive
89882390000094011817,901288002991454,Inactive
89882390000094011825,901288002991455,Active.Live
89882390000094011833,901288002991456,Active.Live
89882390000094011841,901288002991457,Active.Live
89882390000094011858,901288002991458,Inactive
89882390000094011866,901288002991459,Inactive
89882390000094011874,901288002991460,Inactive
89882390000094011882,901288002991461,Inactive
89882390000094011890,901288002991462,Active.Live
89882390000094011908,901288002991463,Active.Live
89882390000094011916,901288002991464,Inactive
89882390000094011924,901288002991465,Inactive
89882390000094011932,901288002991466,Inactive
89882390000094011940,901288002991467,Inactive
89882390000094011957,901288002991468,Active.Live
89882390000094011965,901288002991469,Inactive
89882390000094011973,901288002991470,Inactive
89882390000094011981,901288002991471,Inactive
89882390000094011999,901288002991472,Inactive
89882390000094012005,901288002991473,Inactive
89882390000094012013,901288002991474,Inactive
89882390000094012021,901288002991475,Inactive
89882390000094012039,901288002991476,Inactive
89882390000094012047,901288002991477,Inactive
89882390000094012054,901288002991478,Inactive
89882390000094012062,901288002991479,Active.Live
89882390000094012070,901288002991480,Inactive
89882390000094012088,901288002991481,Inactive
89882390000094012096,901288002991482,Inactive
89882390000094012104,901288002991483,Inactive
89882390000094012112,901288002991484,Inactive
89882390000094012120,901288002991485,Inactive
89882390000094012138,901288002991486,Inactive
89882390000094012146,901288002991487,Inactive
89882390000094012153,901288002991488,Inactive
89882390000094012161,901288002991489,Inactive
89882390000094012179,901288002991490,Inactive
89882390000094012187,901288002991491,Inactive
89882390000094012195,901288002991492,Inactive
89882390000094012203,901288002991493,Inactive
89882390000094012211,901288002991494,Active.Live
89882390000094012229,901288002991495,Active.Live
89882390000094012237,901288002991496,Active.Live
89882390000094012245,901288002991497,Active.Live
89882390000094012252,901288002991498,Active.Live
89882390000094012260,901288002991499,Active.Live
89882390000094012278,901288002991500,Inactive
89882390000094012286,901288002991501,Inactive
89882390000094012294,901288002991502,Inactive
89882390000094012302,901288002991503,Inactive
89882390000094012310,901288002991504,Inactive
89882390000094012328,901288002991505,Inactive
89882390000094012336,901288002991506,Active.Live
89882390000094012344,901288002991507,Inactive
89882390000094012351,901288002991508,Inactive
89882390000094012369,901288002991509,Active.Live
89882390000094012377,901288002991510,Active.Live
89882390000094012385,901288002991511,Inactive
89882390000094012393,901288002991512,Inactive
89882390000094012401,901288002991513,Inactive
89882390000094012419,901288002991514,Inactive
89882390000094012427,901288002991515,Inactive
89882390000094012435,901288002991516,Inactive
89882390000094012443,901288002991517,Inactive
89882390000094012450,901288002991518,Inactive
89882390000094012468,901288002991519,Inactive
89882390000094012476,901288002991520,Inactive
89882390000094012484,901288002991521,Inactive
89882390000094012492,901288002991522,Inactive
89882390000094012500,901288002991523,Inactive
89882390000094012518,901288002991524,Inactive
89882390000094012526,901288002991525,Active.Live
89882390000094012534,901288002991526,Inactive
89882390000094012542,901288002991527,Inactive
89882390000094012559,901288002991528,Inactive
89882390000094012567,901288002991529,Inactive
89882390000094012575,901288002991530,Inactive
89882390000094012583,901288002991531,Inactive
89882390000094012591,901288002991532,Inactive
89882390000094012609,901288002991533,Active.Live
89882390000094012617,901288002991534,Inactive
89882390000094012625,901288002991535,Inactive
89882390000094012633,901288002991536,Inactive
89882390000094012641,901288002991537,Inactive
89882390000094012658,901288002991538,Inactive
89882390000094012666,901288002991539,Inactive
89882390000094012674,901288002991540,Inactive
89882390000094012682,901288002991541,Active.Live
89882390000094012690,901288002991542,Inactive
89882390000094012708,901288002991543,Inactive
89882390000094012716,901288002991544,Inactive
89882390000094012724,901288002991545,Active.Live
89882390000094012732,901288002991546,Inactive
89882390000094012740,901288002991547,Active.Live
89882390000094012757,901288002991548,Active.Live
89882390000094012765,901288002991549,Inactive
89882390000094012773,901288002991550,Inactive
89882390000094012781,901288002991551,Active.Live
89882390000094012799,901288002991552,Inactive
89882390000094012807,901288002991553,Inactive
89882390000094012815,901288002991554,Active.Live
89882390000094012823,901288002991555,Active.Live
89882390000094012831,901288002991556,Inactive
89882390000094012849,901288002991557,Inactive
89882390000094012856,901288002991558,Inactive
89882390000094012864,901288002991559,Active.Live
89882390000094012872,901288002991560,Active.Live
89882390000094012880,901288002991561,Active.Live
89882390000094012898,901288002991562,Inactive
89882390000094012906,901288002991563,Inactive
89882390000094012914,901288002991564,Inactive
89882390000094012922,901288002991565,Inactive
89882390000094012930,901288002991566,Active.Live
89882390000094012948,901288002991567,Inactive
89882390000094012955,901288002991568,Inactive
89882390000094012963,901288002991569,Active.Live
89882390000094012971,901288002991570,Inactive
89882390000094012989,901288002991571,Active.Live
89882390000094012997,901288002991572,Active.Live
89882390000094013003,901288002991573,Active.Live
89882390000094013011,901288002991574,Inactive
89882390000094013029,901288002991575,Inactive
89882390000094013037,901288002991576,Inactive
89882390000094013045,901288002991577,Inactive
89882390000094013052,901288002991578,Inactive
89882390000094013060,901288002991579,Inactive
89882390000094013078,901288002991580,Inactive
89882390000094013086,901288002991581,Inactive
89882390000094013094,901288002991582,Inactive
89882390000094013102,901288002991583,Inactive
89882390000094013110,901288002991584,Inactive
89882390000094013128,901288002991585,Inactive
89882390000094013136,901288002991586,Inactive
89882390000094013144,901288002991587,Inactive
89882390000094013151,901288002991588,Inactive
89882390000094013169,901288002991589,Inactive
89882390000094013177,901288002991590,Active.Live
89882390000094013185,901288002991591,Active.Live
89882390000094013193,901288002991592,Inactive
89882390000094013201,901288002991593,Inactive
89882390000094013219,901288002991594,Active.Live
89882390000094013227,901288002991595,Inactive
89882390000094013235,901288002991596,Active.Live
89882390000094013243,901288002991597,Active.Live
89882390000094013250,901288002991598,Inactive
89882390000094013268,901288002991599,Inactive
89882390000094013276,901288002991600,Inactive
89882390000094013284,901288002991601,Inactive
89882390000094013292,901288002991602,Inactive
89882390000094013300,901288002991603,Inactive
89882390000094013318,901288002991604,Inactive
89882390000094013326,901288002991605,Inactive
89882390000094013334,901288002991606,Active.Live
89882390000094013342,901288002991607,Inactive
89882390000094013359,901288002991608,Inactive
89882390000094013367,901288002991609,Inactive
89882390000094013375,901288002991610,Inactive
89882390000094013383,901288002991611,Inactive
89882390000094013391,901288002991612,Inactive
89882390000094013409,901288002991613,Inactive
89882390000094013417,901288002991614,Inactive
89882390000094013425,901288002991615,Inactive
89882390000094013433,901288002991616,Inactive
89882390000094013441,901288002991617,Inactive
89882390000094013458,901288002991618,Inactive
89882390000094013466,901288002991619,Inactive
89882390000094013474,901288002991620,Inactive
89882390000094013482,901288002991621,Inactive
89882390000094013490,901288002991622,Active.Live
89882390000094013508,901288002991623,Active.Live
89882390000094013516,901288002991624,Inactive
89882390000094013524,901288002991625,Active.Live
89882390000094013532,901288002991626,Active.Live
89882390000094013540,901288002991627,Active.Live
89882390000094013557,901288002991628,Inactive
89882390000094013565,901288002991629,Active.Live
89882390000094013573,901288002991630,Inactive
89882390000094013581,901288002991631,Inactive
89882390000094013599,901288002991632,Inactive
89882390000094013607,901288002991633,Inactive
89882390000094013615,901288002991634,Inactive
89882390000094013623,901288002991635,Inactive
89882390000094013631,901288002991636,Inactive
89882390000094013649,901288002991637,Inactive
89882390000094013656,901288002991638,Inactive
89882390000094013664,901288002991639,Inactive
89882390000094013672,901288002991640,Active.Live
89882390000094013680,901288002991641,Active.Live
89882390000094013698,901288002991642,Active.Live
89882390000094013706,901288002991643,Active.Live
89882390000094013714,901288002991644,Active.Live
89882390000094013722,901288002991645,Active.Live
89882390000094013730,901288002991646,Inactive
89882390000094013748,901288002991647,Inactive
89882390000094013755,901288002991648,Inactive
89882390000094013763,901288002991649,Active.Live
89882390000094013771,901288002991650,Inactive
89882390000094013789,901288002991651,Inactive
89882390000094013797,901288002991652,Active.Live
89882390000094013805,901288002991653,Inactive
89882390000094013813,901288002991654,Active.Live
89882390000094013821,901288002991655,Active.Live
89882390000094013839,901288002991656,Active.Live
89882390000094013847,901288002991657,Inactive
89882390000094013854,901288002991658,Active.Live
89882390000094013862,901288002991659,Inactive
89882390000121291721,901288003957931,Active.Live
89882390000121291739,901288003957932,Active.Live
89882390000121291747,901288003957933,Inactive
89882390000121291754,901288003957934,Active.Live
89882390000121291762,901288003957935,Inactive
89882390000121291770,901288003957936,Active.Live
89882390000121291788,901288003957937,Active.Live
89882390000121291796,901288003957938,Active.Live
89882390000121291804,901288003957939,Active.Live
89882390000121291812,901288003957940,Active.Live
89882390000203207215,901288910014000,Inactive
89882390000203207223,901288910014001,Active.Live
89882390000203207231,901288910014002,Active.Live
89882390000203207249,901288910014003,Active.Live
89882390000203207256,901288910014004,Active.Live
89882390000203207264,901288910014005,Active.Live
89882390000203207272,901288910014006,Active.Live
89882390000203207280,901288910014007,Active.Live
89882390000203207298,901288910014008,Active.Live
89882390000203207306,901288910014009,Active.Live
89882390000203207314,901288910014010,Active.Live
89882390000203207322,901288910014011,Active.Live
89882390000203207330,901288910014012,Active.Live
89882390000203207348,901288910014013,Active.Live
89882390000203207355,901288910014014,Active.Live
89882390000203207363,901288910014015,Active.Live
89882390000203207371,901288910014016,Active.Live
89882390000203207389,901288910014017,Active.Live
89882390000203207397,901288910014018,Active.Live
89882390000203207405,901288910014019,Active.Live
89882390000203207413,901288910014020,Active.Live
89882390000203207421,901288910014021,Inactive
89882390000203207439,901288910014022,Active.Live
89882390000203207447,901288910014023,Active.Live
89882390000203207454,901288910014024,Active.Live
89882390000203207462,901288910014025,Active.Live
89882390000203207470,901288910014026,Active.Live
89882390000203207488,901288910014027,Active.Live
89882390000203207496,901288910014028,Active.Live
89882390000203207504,901288910014029,Active.Live
89882390000203207512,901288910014030,Active.Live
89882390000203207520,901288910014031,Active.Live
89882390000203207538,901288910014032,Active.Live
89882390000203207546,901288910014033,Active.Live
89882390000203207553,901288910014034,Active.Live
89882390000203207561,901288910014035,Active.Live
89882390000203207579,901288910014036,Active.Live
89882390000203207587,901288910014037,Active.Live
89882390000203207595,901288910014038,Active.Live
89882390000203207603,901288910014039,Active.Live
89882390000203207611,901288910014040,Active.Live
89882390000203207629,901288910014041,Active.Live
89882390000203207637,901288910014042,Active.Live
89882390000203207645,901288910014043,Active.Live
89882390000203207652,901288910014044,Active.Live
89882390000203207660,901288910014045,Active.Live
89882390000203207678,901288910014046,Active.Live
89882390000203207686,901288910014047,Active.Live
89882390000203207694,901288910014048,Active.Live
89882390000203207702,901288910014049,Active.Live
89882390000203207710,901288910014050,Active.Live
89882390000203207728,901288910014051,Active.Live
89882390000203207736,901288910014052,Active.Live
89882390000203207744,901288910014053,Active.Live
89882390000203207751,901288910014054,Active.Live
89882390000203207769,901288910014055,Inactive
89882390000203207777,901288910014056,Active.Live
89882390000203207785,901288910014057,Active.Live
89882390000203207793,901288910014058,Active.Live
89882390000203207801,901288910014059,Active.Live
89882390000203207819,901288910014060,Active.Live
89882390000203207827,901288910014061,Active.Live
89882390000203207835,901288910014062,Active.Live
89882390000203207843,901288910014063,Active.Live
89882390000203207850,901288910014064,Active.Live
89882390000203207868,901288910014065,Active.Live
89882390000203207876,901288910014066,Active.Live
89882390000203207884,901288910014067,Active.Live
89882390000203207892,901288910014068,Active.Live
89882390000203207900,901288910014069,Active.Live
89882390000203207918,901288910014070,Active.Live
89882390000203207926,901288910014071,Active.Live
89882390000203207934,901288910014072,Active.Live
89882390000203207942,901288910014073,Active.Live
89882390000203207959,901288910014074,Active.Live
89882390000203207967,901288910014075,Active.Live
89882390000203207975,901288910014076,Active.Live
89882390000203207983,901288910014077,Active.Live
89882390000203207991,901288910014078,Active.Live
89882390000203208007,901288910014079,Active.Live
89882390000203208015,901288910014080,Active.Live
89882390000203208023,901288910014081,Active.Live
89882390000203208031,901288910014082,Active.Live
89882390000203208049,901288910014083,Active.Live
89882390000203208056,901288910014084,Active.Live
89882390000203208064,901288910014085,Inactive
89882390000203208072,901288910014086,Inactive
89882390000203208080,901288910014087,Active.Live
89882390000203208098,901288910014088,Inactive
89882390000203208106,901288910014089,Active.Live
89882390000203208114,901288910014090,Inactive
89882390000203208122,901288910014091,Inactive
89882390000203208130,901288910014092,Inactive
89882390000203208148,901288910014093,Inactive
89882390000203208155,901288910014094,Inactive
89882390000203208163,901288910014095,Inactive
89882390000203208171,901288910014096,Inactive
89882390000203208189,901288910014097,Inactive
89882390000203208197,901288910014098,Inactive
89882390000203208205,901288910014099,Inactive
89882390000203208213,901288910014100,Active.Live
89882390000203208221,901288910014101,Inactive
89882390000203208239,901288910014102,Inactive
89882390000203208247,901288910014103,Active.Live
89882390000203208254,901288910014104,Inactive
89882390000203208262,901288910014105,Inactive
89882390000203208270,901288910014106,Inactive
89882390000203208288,901288910014107,Inactive
89882390000203208296,901288910014108,Inactive
89882390000203208304,901288910014109,Inactive
89882390000203208312,901288910014110,Active.Live
89882390000203208320,901288910014111,Active.Live
89882390000203208338,901288910014112,Active.Live
89882390000203208346,901288910014113,Active.Live
89882390000203208353,901288910014114,Inactive
89882390000203208361,901288910014115,Active.Live
89882390000203208379,901288910014116,Inactive
89882390000203208387,901288910014117,Inactive
89882390000203208395,901288910014118,Active.Live
89882390000203208403,901288910014119,Active.Live
89882390000203208411,901288910014120,Active.Live
89882390000203208429,901288910014121,Active.Live
89882390000203208437,901288910014122,Active.Live
89882390000203208445,901288910014123,Active.Live
89882390000203208452,901288910014124,Active.Live
89882390000203208460,901288910014125,Inactive
89882390000203208478,901288910014126,Active.Live
89882390000203208486,901288910014127,Inactive
89882390000203208494,901288910014128,Inactive
89882390000203208510,901288910014130,Inactive
89882390000203208528,901288910014131,Active.Live
89882390000203208536,901288910014132,Active.Live
89882390000203208544,901288910014133,Active.Live
89882390000203208551,901288910014134,Active.Live
89882390000203208569,901288910014135,Active.Live
89882390000203208577,901288910014136,Active.Live
89882390000203208585,901288910014137,Inactive
89882390000203208593,901288910014138,Active.Live
89882390000203208601,901288910014139,Inactive
89882390000203208619,901288910014140,Inactive
89882390000203208635,901288910014142,Active.Live
89882390000203208643,901288910014143,Active.Live
89882390000203208650,901288910014144,Active.Live
89882390000203208668,901288910014145,Inactive
89882390000203208676,901288910014146,Active.Live
89882390000203208684,901288910014147,Active.Live
89882390000203208692,901288910014148,Active.Live
89882390000203208700,901288910014149,Active.Live
89882390000203208718,901288910014150,Active.Live
89882390000203208726,901288910014151,Active.Live
89882390000203208734,901288910014152,Active.Live
89882390000203208742,901288910014153,Active.Live
89882390000203208759,901288910014154,Active.Live
89882390000203208767,901288910014155,Active.Live
89882390000203208775,901288910014156,Active.Live
89882390000203208783,901288910014157,Active.Live
89882390000203208791,901288910014158,Active.Live
89882390000203208809,901288910014159,Active.Live
89882390000203208817,901288910014160,Active.Live
89882390000203208825,901288910014161,Active.Live
89882390000203208833,901288910014162,Active.Live
89882390000203208841,901288910014163,Active.Live
89882390000203208858,901288910014164,Active.Live
89882390000203208866,901288910014165,Active.Live
89882390000203208874,901288910014166,Active.Live
